row_type,case_id,name,valid_spice_netlists_generated,run_requested,ngspice_available,execution_statuses,rows_total,discovery_rows,control_rows,ran_successfully_count,candidate_count,near_miss_count,best_case,best_name,best_placement,best_lock,best_bridge_ratio,best_purity,best_target_growth,best_generated_cv,best_max_phase_jump,best_stress_class,best_stress_score,best_behavioral_dependency,best_purity_plausible_case,best_purity_plausible_value,best_bridge_clean_case,best_bridge_clean_value,best_lock_case,best_lock_value,purity_above_0p30_count,purity_above_0p80_count,controls_dead,max_control_leakage_score,target_extraction_best_purity,no_target_extraction_best_purity,target_extraction_helped_purity,hybrid_beats_pure_varactor_and_pure_magnetic,pure_varactor_control_purity,pure_varactor_control_bridge,pure_magnetic_control_purity,pure_magnetic_control_bridge,placement_summary_json,factor_scores_json,most_important_factor_first_pass,recommended_next_step,family,role,netlist_file,csv_file,execution_status,convergence_failure_reason,ngspice_path,source_only_drive,direct_100mhz_drive_present,direct_150mhz_drive_present,target_frequency_injection_present,hidden_behavioral_target_source_present,cell_count,z0_target_ohm,total_length_m,cell_length_m,per_cell_inductance_h,per_cell_total_capacitance_f,source_frequency_hz,generated_frequency_hz,target_frequency_hz,source_amplitude_v,bias_v,nonlinear_fraction,varactor_cjo_f,varactor_rs_ohm,varactor_vj_v,varactor_m,stacked_varactor_pairs,hybrid_section_placement,magnetic_saturation_curve,cleanup_topology,target_extraction_position,post_filter_strength,output_load_ohm,target_extraction_q,source_rejection,generated_rejection,fixed_cap_only,behavioral_helper_present,notes,source_fft_peak_hz,generated_fft_peak_hz,target_fft_peak_hz,source_fft_power,generated_fft_power,target_fft_power,target_band_coherent_growth,target_coherent_power,phase_lock_target,phase_lock_generated,bridge_ratio_vs_direct_reference,spectral_purity_150mhz,generated_envelope_cv,target_envelope_cv,max_phase_jump,near_slip_count,control_leakage_score,estimated_line_impedance_ohm,phase_velocity_m_s,per_cell_fixed_capacitance_f,ladder_cutoff_hz,varactor_peak_voltage_v,varactor_peak_current_a,source_peak_current_a,reverse_bias_margin_v,dissipation_estimate_j,component_stress_score,component_stress_class,behavioral_dependency_score,bench_feasibility_score,promotion_category,magnetic_section_count,magnetic_section_spacing,magnetic_strength,magnetic_saturation_current_a,magnetic_peak_current_a,saturation_margin,hysteresis_loss_proxy,magnetic_core_loss_proxy,magnetic_dc_bias_proxy,varactor_capacitance_swing_ratio,varactor_reverse_bias_v,varactor_section_count,varactor_section_spacing,phase_velocity_error_50,phase_velocity_error_100,phase_velocity_error_150,accumulated_phase_mismatch,group_delay_match_score,target_extraction_gain,target_rejection_source_generated_db,source_rejection_trap_strength,generated_rejection_trap_strength,stress_reduction_strategy
spice_hybrid_magnetic_412_refine,h010,h010_alternating_varactor_magnetic_cells_80c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h010_alternating_varactor_magnetic_cells_80c_75ohm.cir,h010_alternating_varactor_magnetic_cells_80c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,80,75.0,0.5,0.00625,9.375e-08,1.6666666666666667e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.9490876100105507e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,hard,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Magnetic saturation sweep: harder saturation curve.,50893397.60116615,99363300.07846725,150256697.6796334,365257.519806394,208511.99177239757,10007.130452751295,0.43455354425790343,0.03532058628793448,0.9705844244780211,0.9956005188877095,8.034118292370362,0.013986122005885976,0.06324931351363716,0.4517226984764949,1.2266490233553289,2.0,0.0,75.0,5000000.0,3.000000000000001e-12,254647908.94703254,2.4100618877341193,0.0002546326837016877,0.6567745815101655,0.9899381122658806,4.036246168299221e-08,0.8339314490429479,aggressive-but-testable,0.19999999999999998,0.5010290795209469,reject_due_to_low_purity,18,4,1.1,0.14,0.036487476750564754,3.836932900487099,0.35,0.35,0.0,1.35,3.4,80,1,0.0,0.0,0.0,0.0,1.0,0.017441028585181435,-17.584279061181377,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h011,h011_alternating_varactor_magnetic_cells_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h011_alternating_varactor_magnetic_cells_96c_75ohm.cir,h011_alternating_varactor_magnetic_cells_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.2909063416754584e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Magnetic loss/hysteresis proxy sweep.,50881602.19909031,99340270.9601287,150221873.159219,475716.8279029326,339992.699888804,89221.49252450508,0.9634128639403915,0.17786744269977217,0.9689836186840926,0.9934078187381178,40.45822069209328,0.08638891139365738,0.09414989388583539,0.1524733981116994,0.6541197290076808,0.0,0.0,75.0,5000000.0,2.500000000000001e-12,305577490.73643905,2.5362343285062647,0.00022417220743848457,0.8193000226079074,0.8637656714937352,3.670813190235695e-08,0.8775897330471505,aggressive-but-testable,0.19999999999999998,0.5589543253634677,reject_due_to_low_purity,18,4,0.85,0.12,0.04551666792266152,2.6363968514543927,0.55,0.55,0.0,1.35,3.4,96,1,0.0,0.0,0.0,0.0,1.0,0.10937900010318957,-9.610660510807081,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h012,h012_alternating_varactor_magnetic_cells_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h012_alternating_varactor_magnetic_cells_96c_75ohm.cir,h012_alternating_varactor_magnetic_cells_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.2909063416754584e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Magnetic DC bias proxy sweep.,50881749.82911247,99340559.19017197,150222309.01928446,484078.31651026173,348142.51432207535,91965.47621366303,0.9934115918763705,0.18091817956921627,0.9682601595893302,0.9932138138241124,41.15214974208705,0.08728769625441118,0.09458015903757278,0.12695163401772203,0.6898997360073575,0.0,0.0,75.0,5000000.0,2.500000000000001e-12,305577490.73643905,2.550116942318138,0.00022480340281170002,0.8269660735716857,0.8498830576818621,3.683850179706084e-08,0.8823934056464146,aggressive-but-testable,0.19999999999999998,0.5614485262062768,reject_due_to_low_purity,18,4,0.7,0.12,0.04594255964287143,2.6119572120666446,0.25,0.25,0.15,1.35,3.4,96,1,0.0,0.0,0.0,0.0,1.0,0.11050609742811257,-9.566137581207274,1.0,1.0,magnetic_bias_shift
spice_hybrid_magnetic_412_refine,h013,h013_alternating_varactor_magnetic_cells_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h013_alternating_varactor_magnetic_cells_96c_75ohm.cir,h013_alternating_varactor_magnetic_cells_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,2.7,0.82,3.1477690085162466e-11,0.28,0.65,0.62,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Varactor sweep: larger capacitance swing.,50884894.573102996,99346698.92843919,150231593.50154218,261198.22092154005,49114.25943310228,129300.44062494831,1.1996530937437697,0.28409664327480305,0.9875296483993227,0.9101934948809909,64.62140860087601,0.27435943162285376,0.21905063584184073,0.09601584826302387,0.313136402090722,0.0,0.0,75.0,5000000.0,2.500000000000001e-12,305577490.73643905,2.031469722737048,0.00024222090215869174,0.7315780380499542,0.6685302772629522,3.382497314036816e-08,0.8851719924780166,aggressive-but-testable,0.19999999999999998,0.6097629584540695,reject_due_to_low_purity,18,4,0.55,0.1,0.04064322433610857,2.4604347128817046,0.25,0.25,0.0,1.7,2.7,96,1,0.0,0.0,0.0,0.0,1.0,0.4166781834787199,-3.8019923782648384,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h014,h014_alternating_varactor_magnetic_cells_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h014_alternating_varactor_magnetic_cells_96c_75ohm.cir,,failed_to_converge,returncode=1; log=h014_alternating_varactor_magnetic_cells_96c_75ohm.log,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,5.5,0.82,3.6841362687314106e-11,0.42,0.65,0.48,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Varactor sweep: lower swing and higher reverse bias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h015,h015_alternating_varactor_magnetic_cells_128c_100ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h015_alternating_varactor_magnetic_cells_128c_100ohm.cir,,failed_to_converge,returncode=1; log=h015_alternating_varactor_magnetic_cells_128c_100ohm.log,wsl:ngspice,True,False,False,False,False,128,100.0,0.72,0.005625,1.125e-07,1.125e-11,50000000.0,100000000.0,150000000.0,2.0,3.4,0.82,3.5986060846221144e-11,0.34,0.65,0.58,2,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.8,200.0,18.0,True,True,False,True,Stress reduction with stacked varactors and longer line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h016,h016_alternating_varactor_magnetic_cells_64c_50ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h016_alternating_varactor_magnetic_cells_64c_50ohm.cir,h016_alternating_varactor_magnetic_cells_64c_50ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,64,50.0,0.5,0.0078125,7.62939453125e-08,3.0517578125e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,7.230995379657989e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.8,100.0,22.0,True,True,False,True,Phase velocity trim sweep: 64-cell low-Z line.,50874505.928853534,99326416.33728546,150200922.266139,410792.5375701157,214772.68436692044,16127.54474668551,1.169762704882438,0.04836794517019276,0.8306548462754023,0.9981608586799834,11.001906646973072,0.022403581977108337,0.08284376656140552,0.2240326164735628,1.4367396995721105,7.0,0.0,50.0,5120000.0,5.493164062500002e-12,208607567.00940907,2.5446520286362793,0.0005283122730531159,0.13946283910394525,0.8553479713637206,3.1344307881663055e-09,0.880502432054076,aggressive-but-testable,0.21,0.5696031501775999,reject_due_to_low_purity,18,4,0.55,0.1,0.0077479355057747355,12.906663965577337,0.25,0.25,0.0,1.35,3.4,64,1,0.024,0.004999999999999893,-0.010000000000000009,1.196505014550797,0.9610000000000001,0.02578075663597035,-15.88704340745043,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h017,h017_alternating_varactor_magnetic_cells_80c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h017_alternating_varactor_magnetic_cells_80c_75ohm.cir,h017_alternating_varactor_magnetic_cells_80c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,80,75.0,0.5,0.00625,9.014423076923076e-08,1.6025641025641028e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.7971996250101446e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,1.0,150.0,24.0,True,True,False,True,Phase velocity trim sweep: 80-cell line.,50882397.803535104,99341824.28309235,150224222.08662745,547967.672148763,155621.43695929903,82561.28078921953,1.3802114146717102,0.2168735674651404,0.9801153007709311,0.9864883326640306,49.330661764765274,0.093302011429854,0.09700053590731135,0.22000416731910044,0.225948990196281,0.0,0.0,75.0,5200000.0,2.8846153846153866e-12,264833825.30491385,2.4146119108057116,0.00033554014484633,0.3833170408565607,0.9853880891942883,8.00685707260908e-09,0.8355058514898657,aggressive-but-testable,0.21,0.607282329649667,reject_due_to_low_purity,18,4,0.55,0.1,0.021295391158697816,4.695851757536576,0.25,0.25,0.0,1.35,3.4,80,1,0.04,0.010000000000000009,-0.015000000000000013,1.9634954084936218,0.9349999999999999,0.11734303405276161,-9.305426867406435,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h018,h018_alternating_varactor_magnetic_cells_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h018_alternating_varactor_magnetic_cells_96c_75ohm.cir,h018_alternating_varactor_magnetic_cells_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.44047619047619e-08,1.3227513227513227e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.134196515881389e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,1.2,180.0,28.0,True,True,False,True,Target cleanup sweep: stronger extraction/rejection.,50881542.699724,99340154.79469925,150221697.49442327,756014.8315640403,9880.454029806864,10070.85226854525,0.45011555075474885,0.03587585253269885,0.9681285852543263,0.9567050042720437,8.160420688877329,0.010293418563216273,0.23805233328101322,0.6019262405393625,1.42920850461367,7.0,0.0,75.0,5250000.0,2.380952380952381e-12,320856365.273261,1.9674876223648963,0.00026171442145247787,0.6389413087537572,1.4325123776351036,1.079298036680131e-08,0.6807915648321441,plausible,0.21,0.5224500258823381,reject_due_to_low_purity,18,4,0.55,0.1,0.03549673937520873,2.8171601606270626,0.25,0.25,0.0,1.35,3.4,96,1,0.05,0.01200000000000001,-0.018000000000000016,2.3935944027350815,0.9199999999999999,0.013149124244493396,-18.81103171010669,1.4,1.4,baseline
spice_hybrid_magnetic_412_refine,h019,h019_alternating_varactor_magnetic_cells_128c_100ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h019_alternating_varactor_magnetic_cells_128c_100ohm.cir,,failed_to_converge,"TimeoutExpired: Command '['wsl', '-e', 'sh', '-lc', ""cd '/mnt/c/Users/terry/OneDrive/Documents/tesla/runs/spice_412_hybrid_magnetic_refine' && ngspice -b 'h019_alternating_varactor_magnetic_cells_128c_100ohm.cir'""]' timed out after 180 seconds",wsl:ngspice,True,False,False,False,False,128,100.0,0.76,0.0059375,1.1462355212355213e-07,1.1462355212355213e-11,50000000.0,100000000.0,150000000.0,2.15,3.4,0.82,3.666533441002798e-11,0.34,0.65,0.58,2,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,1.4,240.0,30.0,True,True,False,True,Long high-impedance phase/purity cleanup row.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h020,h020_near_target_extraction_only_128c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h020_near_target_extraction_only_128c_75ohm.cir,,failed_to_converge,returncode=1; log=h020_near_target_extraction_only_128c_75ohm.log,wsl:ngspice,True,False,False,False,False,128,75.0,0.68,0.0053125,7.96875e-08,1.4166666666666668e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,4.5315780324871074e-11,0.34,0.65,0.58,1,near_target_extraction_only,soft,extraction_plus_rejection,end,1.6,200.0,34.0,True,True,False,True,Aggressive target extraction and rejection cleanup.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h021,h021_qpm_sign_flipped_hybrid_sections_128c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h021_qpm_sign_flipped_hybrid_sections_128c_75ohm.cir,,failed_to_converge,returncode=1; log=h021_qpm_sign_flipped_hybrid_sections_128c_75ohm.log,wsl:ngspice,True,False,False,False,False,128,75.0,0.7,0.00546875,8.203125e-08,1.458333333333333e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,4.6648597393249624e-11,0.34,0.65,0.58,1,qpm_sign_flipped_hybrid_sections,soft,extraction_plus_rejection,end,1.4,190.0,30.0,True,True,False,True,QPM sign-flip plus target cleanup.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h022,h022_middle_third_only_128c_100ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h022_middle_third_only_128c_100ohm.cir,,failed_to_converge,returncode=1; log=h022_middle_third_only_128c_100ohm.log,wsl:ngspice,True,False,False,False,False,128,100.0,0.8,0.00625,1.25e-07,1.25e-11,50000000.0,100000000.0,150000000.0,1.9,3.4,0.82,4.294632775886474e-11,0.34,0.65,0.58,2,middle_third_only,soft,extraction_plus_rejection,end,1.0,200.0,26.0,True,True,False,True,Stress reduction: lower drive and longer line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reject_due_to_convergence,,,,,,,,,,,,,,,,,,,,,,,
spice_hybrid_magnetic_412_refine,h023,h023_varactor_first_then_magnetic_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h023_varactor_first_then_magnetic_96c_75ohm.cir,h023_varactor_first_then_magnetic_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.689468503937008e-08,1.3670166229221346e-11,50000000.0,100000000.0,150000000.0,2.5,3.2,0.82,3.1453220842639e-11,0.34,0.65,0.58,1,varactor_first_then_magnetic,soft,extraction_plus_rejection,end,0.0,160.0,20.0,True,True,False,True,Targeted near-miss probe: mild phase trim and varactor-first placement.,50887349.75307985,99351492.37506065,150238842.12814048,105886.60148394268,20240.445119320786,99954.02016418151,0.8693546275898139,0.18947192878409294,0.9284041597349003,0.9227490694122672,43.09780920751514,0.3768664111374838,0.1624766994944435,0.08103329852343273,0.28558124943379726,0.0,0.0,75.0,5080000.0,2.460629921259843e-12,310466730.5882221,2.1193044344554273,0.0002587603086119837,0.6144387028388075,1.080695565544573,1.9304100515176348e-08,0.7791560420792012,aggressive-but-testable,0.19999999999999998,0.6062446188190438,spice_hybrid_magnetic_412_near_miss,18,4,0.6,0.1,0.034135483491044866,2.9295029621078634,0.25,0.25,0.0,1.45,3.2,96,1,0.016,0.0029999999999998916,-0.0050000000000000044,0.7421085008479794,0.9760000000000001,0.7924868048214113,-1.0100796020290075,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h024,h024_varactor_first_then_magnetic_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h024_varactor_first_then_magnetic_96c_75ohm.cir,h024_varactor_first_then_magnetic_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.689468503937008e-08,1.3670166229221346e-11,50000000.0,100000000.0,150000000.0,2.6,3.1,0.82,3.097676324302438e-11,0.34,0.65,0.58,1,varactor_first_then_magnetic,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Targeted purity probe: stronger swing with mild phase trim.,50887101.84080143,99351008.35585041,150238110.19665185,100167.12475134328,22859.537376171957,130397.60398806838,0.9230774440006456,0.25172603014927075,0.9510549951059436,0.9321753057586776,57.25829936687321,0.450170749095096,0.17492056575889342,0.07804268947496393,0.10386429029408228,0.0,0.0,75.0,5080000.0,2.460629921259843e-12,310466730.5882221,2.267970225025799,0.0002881633982561587,0.6565901806795656,0.8320297749742012,8.835094410263715e-09,0.86070976281814,aggressive-but-testable,0.19999999999999998,0.6117387217219102,spice_hybrid_magnetic_412_near_miss,18,4,0.65,0.1,0.03647723225997587,2.741436063111718,0.25,0.25,0.0,1.5,3.1,96,1,0.016,0.0029999999999998916,-0.0050000000000000044,0.7421085008479794,0.9760000000000001,1.0599133694524956,0.25270370258881314,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,h025,h025_varactor_first_then_magnetic_96c_75ohm,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid_varactor_plus_magnetic_line,discovery,h025_varactor_first_then_magnetic_96c_75ohm.cir,h025_varactor_first_then_magnetic_96c_75ohm_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.689468503937008e-08,1.3670166229221346e-11,50000000.0,100000000.0,150000000.0,2.7,3.4,0.82,3.23908104495616e-11,0.34,0.65,0.58,1,varactor_first_then_magnetic,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,True,Targeted growth probe: preserves coherent growth with mild phase trim.,50892508.14332727,99361563.51792468,150254071.66125196,138279.3147996793,21136.262397373255,156045.8337558301,1.0550823141796577,0.27576819975956063,0.9503086473518736,0.9406718096192174,62.72699779332836,0.4286164210477671,0.2382620884778576,0.11288710939328685,0.11349723552572732,0.0,0.0,75.0,5080000.0,2.460629921259843e-12,310466730.5882221,2.318423409787086,0.00020536692624017759,0.6612852329494585,1.0815765902129137,4.503851744364352e-08,0.8022226331443205,aggressive-but-testable,0.19999999999999998,0.6295043434892215,spice_hybrid_magnetic_412_near_miss,18,4,0.55,0.1,0.03673806849719214,2.7219721692130583,0.25,0.25,0.0,1.35,3.4,96,1,0.016,0.0029999999999998916,-0.0050000000000000044,0.7421085008479794,0.9760000000000001,0.9788618935459669,-0.09278577963845244,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,c001,linear_fixed_component_line,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linear_fixed_component_line,control,linear_fixed_component_line.cir,linear_fixed_component_line_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.0,0.0,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,True,True,Linear fixed-component line control.,50879326.47333936,94490177.73620167,130832553.78858693,73283.90350991476,2.400034944472094,0.007199243437744394,0.692448387022116,2.9491960572594054e-05,0.3030571563129315,0.9908469263882169,0.00670832295881461,1.496759604507951e-08,1.0607300414154137,0.3534317954852842,2.773235240599238,26.0,0.0,75.0,5000000.0,0.0,305577490.73643905,1.3761205885950771,0.0002675026245835117,0.37650278462636294,2.0238794114049226,2.9878049682474216e-08,0.47616629363151464,plausible,0.02,0.647422668463149,control_dead,18,4,0.0,0.1,0.020916821368131274,999.0,0.25,0.25,0.0,1.35,3.4,96,1,0.0,0.0,0.0,0.0,1.0,9.82345007118236e-08,-70.07735957861686,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,c002,varactor_only_line,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varactor_only_line,control,varactor_only_line.cir,varactor_only_line_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.82,3.2909063416754584e-11,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,False,False,Varactor-only control.,50885617.51785604,99348110.39200465,150233727.9098607,484232.9862683843,320041.0106094338,99083.68648992092,1.0774064612692853,0.19199508315931701,0.9640800044623734,0.9874659324125353,43.671732883504255,0.10047737682209,0.0877163282804696,0.16460067586014415,0.7017343295075101,0.0,0.0,75.0,5000000.0,2.500000000000001e-12,305577490.73643905,2.5311594081377846,0.0002195604694866364,0.8170665641122792,0.8688405918622153,2.2942530118769128e-08,0.8758337052379879,aggressive-but-testable,0.08,0.6227010919518436,control_dead,0,4,0.0,0.1,0.8170665641122792,999.0,0.25,0.25,0.0,1.35,3.4,96,1,0.0,0.0,0.0,0.0,1.0,0.1231964316570753,-9.094018711820231,1.0,1.0,baseline
spice_hybrid_magnetic_412_refine,c003,magnetic_only_line,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnetic_only_line,control,magnetic_only_line.cir,magnetic_only_line_tran.csv,ran_successfully,,wsl:ngspice,True,False,False,False,False,96,75.0,0.5,0.005208333333333333,7.8125e-08,1.3888888888888888e-11,50000000.0,100000000.0,150000000.0,2.5,3.4,0.0,0.0,0.34,0.65,0.58,1,alternating_varactor_magnetic_cells,soft,extraction_plus_rejection,end,0.0,150.0,18.0,True,True,True,True,Magnetic-only control.,50879326.47333936,94490177.73620167,150215154.34985906,73352.22967410741,2.383641220819132,0.01854040412773583,0.6933704758599512,3.195164743249319e-05,0.30376422391766345,0.9908385109932626,0.0072678101381474505,2.953955760879408e-07,1.0619362293442933,0.34888175297634627,2.7741734165939533,26.0,0.0,75.0,5000000.0,0.0,305577490.73643905,1.3756855884762218,0.0002672960343659716,0.3762778315468953,2.024314411523778,2.9854060783558756e-08,0.4760157745592464,plausible,0.19999999999999998,0.6475349886207653,control_dead,18,4,0.85,0.1,0.020904323974827516,4.7836993016572835,0.25,0.25,0.0,1.35,3.4,96,1,0.0,0.0,0.0,0.0,1.0,2.527503491571349e-07,-65.97308235788742,1.0,1.0,baseline
